inventory_id,relative_path,sha256,size_bytes,extension,detected_type,text_or_binary,tracked_status,ignored_status,symlink_target,classification,likely_role,review_level,audit_status,per_file_report,notes
F0293,src/x86decomp/corpus/ground_truth_sources/arithmetic.c,1a39b20e36efc0d23c5570152a1db30922527835bfc82ddf4b629980c916326e,105,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0294,src/x86decomp/corpus/ground_truth_sources/bitfields.c,44c9a66d27e87a270af05fdb87d82d87512b70fe72600df0bc89f4e091b5a7dd,313,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0295,src/x86decomp/corpus/ground_truth_sources/branches.c,0dcc84cf6d38aa0a3e90a66bd349f349d504cd2dc0160db16933466c56aa99bb,125,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0296,src/x86decomp/corpus/ground_truth_sources/calling_conventions.c,cfb331698f9ccdb113849a7c535a500ee6631a46a716be1d3791e49f9c1e69b3,343,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0297,src/x86decomp/corpus/ground_truth_sources/classes.cpp,d04c86180d9424ea91914dc7b73d93b4b3da432d7a26d8d801ff9d5718701521,274,.cpp,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0298,src/x86decomp/corpus/ground_truth_sources/eh_multiple.cpp,7b3cc0e687132f70957e55dbbaa5c479d6a4864fde0e11cb49df0c600d6f2665,471,.cpp,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0299,src/x86decomp/corpus/ground_truth_sources/exceptions.cpp,fd15c6bd23f39262a9aa02f94f02210dacab53a2a5d358aae415bba2c329394e,156,.cpp,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0300,src/x86decomp/corpus/ground_truth_sources/floating_point.c,ff00c63ae76817932bdd0b4a5b0a0c8bc661e03314889d1eef404e580279bb89,195,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0301,src/x86decomp/corpus/ground_truth_sources/globals.c,e4fbe6bc2a51161e651a23264f5de4e90d052b2e9efcbcea1c1ff76a748528c4,100,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0302,src/x86decomp/corpus/ground_truth_sources/indirect_calls.c,b9b6dc58d6912bf8a54c46868a5a61b321447c9826660dfb29f76f741b21b92e,204,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0303,src/x86decomp/corpus/ground_truth_sources/loops.c,d929c2eb356d9e45d27aa9a9e9929d1ce3fad324d8843d7e53e4dbe7dabe9262,242,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0304,src/x86decomp/corpus/ground_truth_sources/member_pointers.cpp,8e84a7254ebeda7ec4db40335350606cf26227868e20be7db4f4382cdd3e9f69,299,.cpp,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0305,src/x86decomp/corpus/ground_truth_sources/multiple_inheritance.cpp,2fc99918de8375a035774b6cff12866defb77d2095bf1a6005b6419c4afc4410,272,.cpp,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0306,src/x86decomp/corpus/ground_truth_sources/static_initializers.cpp,5566d58941846d63fafa6e6047f5f0a70dd19ff484aea58f1eac88cfa1c3156c,143,.cpp,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0307,src/x86decomp/corpus/ground_truth_sources/structs.c,0b29f69d01886989d3d34fb430acb259ca55c604b8b59c968e5d341972102280,124,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0308,src/x86decomp/corpus/ground_truth_sources/switch_dense.c,2a696a875c034a89e16a9b28359f6603942c536954321bc7403a9b780d24546f,248,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0309,src/x86decomp/corpus/ground_truth_sources/tail_calls.c,874edb70e2470cafdd6bed6a7a05519da95c926d1b0777622d1fba726194ddb3,140,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0310,src/x86decomp/corpus/ground_truth_sources/templates.cpp,cd18fc097a4bbbacacff6685edb8c5e6a0dfe7d8e27a68eb0b0febad6508194b,409,.cpp,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0311,src/x86decomp/corpus/ground_truth_sources/tls.c,9f917229ae42021f4045f2f56af5ac3116987dc442e304c1b9b6b441200ba54b,240,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0312,src/x86decomp/corpus/ground_truth_sources/unions.c,2906ac1f944da7f6020756df9f20451048f8e2ed81ed5ac6ea06554afe1c7f60,192,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0313,src/x86decomp/corpus/ground_truth_sources/varargs.c,3326edfa00e59cd41f5409c8ef01d1d5b96c0e1a13471972a2a107725032cdbb,244,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0314,src/x86decomp/corpus/ground_truth_sources/vectorizable.c,4e71d283a0479bd5264da8f235bdb4f434a1b841289d9eac335c8b997be10f43,259,.c,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0315,src/x86decomp/corpus/ground_truth_sources/virtual_inheritance.cpp,c8e83579cd4d6159e716c23270110d997349e3b1a609bf1d50c0b93a2e64d1d2,441,.cpp,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/_group_schemas_examples_corpus.md,
F0316,src/x86decomp/governance/__init__.py,a0483ba8e8314f9c9ba3a8387147195d183c6c7a47b067e2f6a92354f6612c00,123,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0317,src/x86decomp/governance/campaigns.py,90a826ba286adc54ed7e3441b0496449be13a93646059aa16dbfaa39873f85b3,18880,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0318,src/x86decomp/governance/candidates.py,2b624b7763a865419696e09db6e31f1aeb90ffe199e69fbfe1d18e5c39b3426d,15444,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0319,src/x86decomp/governance/changesets.py,1294e380f06937649500476ca9c3d41aad674dd71174cc65d2242fda7f8138ef,6265,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0320,src/x86decomp/governance/cli.py,c60bde3724514111ea08dbd1bedca164ea53eb7c92dbb06d2675be191b857fb9,18668,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0321,src/x86decomp/governance/consensus.py,28f7df66867b88b8ee9eb2a9d9f56f90a35b6cd74769d4a74d1df5b3bda132cf,7770,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0322,src/x86decomp/governance/counterexamples.py,a271d06f33c3569cf9bee6433703a7575b7be39ff363dd8667d60952f6b58a2b,7477,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0323,src/x86decomp/governance/family.py,e0c94c0fe9db646c135dc0fd949ba5627dda30978465c5e83da85e2afb83379b,7496,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0324,src/x86decomp/governance/hypotheses.py,480bc2da1fae71755f296a6bf062227ef11c5e1649d8cdc5d989bc60dafd859e,18968,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0325,src/x86decomp/governance/knowledge_graph.py,ff8866a5a5059e20895b85954cbe6a51a619d1887ea7c66f94cccb4b62ccf204,6032,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0326,src/x86decomp/governance/plugins.py,42547b4341e529b6ba203aba18556b6bb0965e56fbcc43d7160a11675e290c9a,7520,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0327,src/x86decomp/governance/proofs.py,ea3a39b8256c6ecdec73f88ad6d55fe8df19691c8f21f32ba21c17939ba98311,11580,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0328,src/x86decomp/governance/reviews.py,2d56d02e53a18cf0d8fcf2542d302a30923c06e9d09e4ab62e8a6b3624cbffc8,6713,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0329,src/x86decomp/governance/store.py,3d94335f441a98bf91ac0d211e01f9d00c52e7f7bf56a81a6282b0c9fcd68191,17011,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0330,src/x86decomp/governance/workers.py,b41f6fc57502ffc1b070ebe21b125083a9a44bcb20589fec17a31204119f877a,4919,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0331,src/x86decomp/governance/__pycache__/__init__.cpython-313.pyc,99dedbccc72c6a5aba2d861fb476141a263d5988514468a6506b2a96e849f752,349,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0332,src/x86decomp/governance/__pycache__/campaigns.cpython-313.pyc,f044c2b1d5b8c6266afff35d91612a1db09eff9892919f940b7a975fbb11f3ad,22680,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0333,src/x86decomp/governance/__pycache__/candidates.cpython-313.pyc,d0c88739713e0d1720d1ee9c4691b558af8c6c1c3030adc70b42f76b5c211710,18561,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0334,src/x86decomp/governance/__pycache__/changesets.cpython-313.pyc,9ab9f0837864a756d8530385120396b80444cd1af4808a53891076f045534649,9099,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0335,src/x86decomp/governance/__pycache__/cli.cpython-313.pyc,9b21b16df260ace482d71132e0867b184a46a8b926d87ca145aeff29b83e12a7,32302,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0336,src/x86decomp/governance/__pycache__/consensus.cpython-313.pyc,d007a17b21921c62c49f0e7b86ecfd6aa1e3429401b78372a2b76d05cb0edcf7,10346,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0337,src/x86decomp/governance/__pycache__/counterexamples.cpython-313.pyc,e20bf9df7a927dae94a725add2250e471e7fc30b614eb81718f0e204b4af9006,11045,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0338,src/x86decomp/governance/__pycache__/family.cpython-313.pyc,6a353453913cdcfe53b676f8887b6f803ecf21b9e2b76d20808bb563c3900cdb,11832,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0339,src/x86decomp/governance/__pycache__/hypotheses.cpython-313.pyc,d7b98dfb083b2b604c631a488a0016fad5ac6e5703e421a53a9ec4ecfbfea224,22138,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0340,src/x86decomp/governance/__pycache__/knowledge_graph.cpython-313.pyc,35ce67d48f9640c3931e405caf17bd72ea0f5eee9eb517ffb637909a562adbc6,8275,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0341,src/x86decomp/governance/__pycache__/plugins.cpython-313.pyc,849fff3c6bfe3e058ccd26cc2d71e2a6693b05e7772daeb48dbe15755d0879b2,11504,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0342,src/x86decomp/governance/__pycache__/proofs.cpython-313.pyc,ebdd609292e33c15260c3a72bd0b05d4811fb90e5e93ada805edcbef54aa1484,17116,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0343,src/x86decomp/governance/__pycache__/reviews.cpython-313.pyc,8021aeb2ead7015431825a49ca1625208be26381cfda4a7a2c47778d4c719e6f,9403,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0344,src/x86decomp/governance/__pycache__/store.cpython-313.pyc,396b819648a76c115018a7f40bdbd0abb19ea39eeba5e3897fc9b8cba45e08ab,19261,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0345,src/x86decomp/governance/__pycache__/workers.cpython-313.pyc,a0759bcf87931f661a99733101b6aaf1b66d4fb2c3665fe4c8681b1a049afc5b,8071,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0346,src/x86decomp/local_llm/__init__.py,471640b8f53e194e4f5f246699cfdabbfc5ba1ff818bed6d060e8348eaf09d25,593,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0347,src/x86decomp/local_llm/matching.py,9b392884b6a186206dd50705b4099157c8073aa77512c5b144a1a358991e8d66,19200,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0348,src/x86decomp/local_llm/profiles.py,6d956f6d013147c86d2ca4ff16d110b648871c7f78e31bb7426d268995521da2,10051,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0349,src/x86decomp/local_llm/prompts.py,03aa0e774538d41645426c911742ae8f710df75b7f1b126493428c166a347918,9726,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/ (grouped subsystem report),
F0350,src/x86decomp/local_llm/transport.py,ec489443f7fec07b465af050c6877c5d3f199c00e505460f341cbb6000fdd2ec,14631,.py,text,text,n/a (not a git repository),n/a,,first-party source,,full,Audited — complete,project-audit/files/,
F0351,src/x86decomp/local_llm/__pycache__/__init__.cpython-313.pyc,80d0b9a2f73cafe29e6721ea5f18959515cb9524fcbb5582f267ad1d48e99550,747,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0352,src/x86decomp/local_llm/__pycache__/matching.cpython-313.pyc,7721209b377724185401a8bd30763cd95169e12490e26dfe51a0fac585bbca14,21209,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0353,src/x86decomp/local_llm/__pycache__/profiles.cpython-313.pyc,1e9070b0ef2fbcd4fb131b9f1514c2c77d2281c7e230e87176b509445e5cf6f1,12579,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
F0354,src/x86decomp/local_llm/__pycache__/prompts.cpython-313.pyc,6282295ca3da8a8f22f86bfe442712aa6d0addde1e090423331b6a2016ff2453,11448,.pyc,binary,binary,n/a (not a git repository),n/a,,first-party source,,full,Audited — generated file,project-audit/files/_group_generated_caches.md,
